,name,price,rating,dis_ends,dis_start,release,discount
835,"MAGIX Video deluxe 2021 Plus Steam Edition
new historical low",104.91 SR,43.95%,in 12 days,9 days ago,15 months ago,-61%
836,"End of Days
new historical low",6.58 SR,43.71%,in 12 days,2 days ago,3 months ago,-70%
837,"Defoliation
lowest price is 5.38 SR at -70%",8.97 SR,43.68%,in 7 days,7 days ago,3 years ago,-50%
838,"SEX Office Story
new historical low",5.59 SR,43.47%,in 12 days,2 days ago,2 years ago,-80%
839,Erzurum,1.43 SR,43.46%,in 12 days,9 days ago,10 months ago,-88%
840,T.A.R.S,1.41 SR,43.31%,in 12 days,9 days ago,2 years ago,-73%
841,"Emily Archer and the Curse of Tutankhamun
lowest price is 4.97 SR at -50%",6.66 SR,42.82%,in 14 days,4 hours ago,2 years ago,-33%
842,"The Hell Hives
new historical low",2.98 SR,42.61%,in 2 days,12 days ago,7 months ago,-75%
843,"Your first girlfriend
lowest price is 2.70 SR at -66%",3.57 SR,42.61%,in 14 days,4 hours ago,5 months ago,-55%
844,"Survival Maze
lowest price is 2.38 SR at -70%",7.96 SR,42.61%,in 5 days,2 days ago,3 days ago,-20%
845,"Catzilla 4K - Advanced
lowest price is 6.25 SR at -75%",12.50 SR,42.45%,in 10 days,4 days ago,8 years ago,-50%
846,KryptCrawler,3.59 SR,42.24%,in 10 days,2 days ago,4 years ago,-80%
847,Prop Hunt,6.58 SR,42.18%,in 11 days,9 days ago,8 months ago,-70%
848,Red Wake Carnage,1.37 SR,42.06%,,,,-50%
849,STALINGRAD ABATIS,1.37 SR,41.79%,,,,-50%
850,"Help Me Now
new historical low",4.97 SR,41.67%,,,,-50%
851,Cube Island,1.37 SR,41.03%,,,,-50%
852,❂ Hexaluga ❂ Weapon and Shield ☯,2.19 SR,40.90%,in 12 days,9 days ago,4 years ago,-90%
853,❂ Heroes of Hexaluga ❂,2.19 SR,40.63%,in 12 days,9 days ago,4 years ago,-90%
854,Prison 69,3.49 SR,40.58%,in 13 days,yesterday,9 months ago,-90%
855,SpaceSeals,2.19 SR,40.58%,in 12 days,9 days ago,4 months ago,-90%
856,"Flappy Bat
lowest price is 1.99 SR at -80%",2.39 SR,40.58%,in 13 days,yesterday,8 months ago,-85%
857,"Power Ball 2021
lowest price is 2.10 SR at -60%",3.19 SR,40.58%,in 13 days,yesterday,11 months ago,-80%
858,"Retro Wars
lowest price is 2.39 SR at -80%",3.19 SR,40.58%,in 13 days,yesterday,9 months ago,-80%
859,"Outer Frontier
new historical low",12.48 SR,40.58%,in 11 days,3 days ago,15 months ago,-75%
860,"Goblin treasure
lowest price is 0.98 SR at -67%",2.62 SR,40.58%,in 3 days,11 days ago,2 years ago,-67%
861,Cubicus,2.10 SR,40.58%,in 13 days,yesterday,2 months ago,-60%
862,Fuyu no Tsuma,2.10 SR,40.58%,in 14 days,4 hours ago,2 months ago,-60%
863,"Destruction
lowest price is 6.58 SR at -70%",10.97 SR,40.58%,in 7 days,7 days ago,3 years ago,-50%
864,"Castle Of Pixel Skulls
lowest price is 2.47 SR at -10%",3.97 SR,40.58%,in 12 days,4 hours ago,3 years ago,-50%
865,Escape Prison,1.37 SR,40.58%,in 8 days,9 days ago,10 months ago,-50%
866,"Fruit Basket
new historical low",14.37 SR,40.58%,in 5 days,3 days ago,3 days ago,-40%
867,Key,2.06 SR,40.58%,in 5 days,2 days ago,3 days ago,-25%
868,"Dungeons Of Honor
new historical low",4.46 SR,40.58%,in 3 days,2 days ago,5 days ago,-15%
869,"Dinosaur Shakespeare: To Date or Not To Date?
lowest price is 18.65 SR at -15%",19.75 SR,40.58%,in 12 days,2 days ago,2 years ago,-10%
870,"Calmed by the Dark Leviathan
new historical low",10.75 SR,40.58%,,,,-10%
871,Street Football,2.19 SR,40.40%,,,,-90%
872,Happy New Hentai,1.41 SR,40.40%,,,,-73%
873,War of Power: The Last Fight,5.02 SR,40.40%,,,,-72%
874,"Retro Pixel Racers
lowest price is 2.47 SR at -10%",2.62 SR,40.40%,in 12 days,4 hours ago,3 years ago,-50%
875,"Space puzzle
new historical low",3.73 SR,40.03%,in 6 days,8 days ago,6 months ago,-83%
876,"Tactics 2: War
lowest price is 2.47 SR at -10%",13.98 SR,39.72%,in 14 days,3 hours ago,4 years ago,-60%
877,"Hidden Fears (Moonlight Edition)
lowest price is 2.50 SR at -75%",8.00 SR,39.27%,in 12 days,2 days ago,2 years ago,-20%
878,The Last Hope,1.37 SR,39.22%,in 7 days,7 days ago,5 years ago,-50%
879,"Campfire: One of Us Is the Killer
new historical low",1.43 SR,38.32%,in 14 days,4 hours ago,5 years ago,-87%
880,"House of Evil
lowest price is 1.39 SR at -86%",1.99 SR,38.09%,in 13 days,yesterday,4 years ago,-80%
881,Destroy It,2.19 SR,38.05%,in 12 days,9 days ago,9 months ago,-90%
882,"Oh, Dungeon Master
new historical low",1.37 SR,37.90%,in 20 hours,13 days ago,2 months ago,-50%
883,"Hooligan Vasja: Christmas
lowest price is 1.37 SR at -66%",1.40 SR,37.87%,in 14 days,4 hours ago,4 years ago,-65%
884,Dead Alliance™,5.24 SR,37.72%,in 13 days,yesterday,4 years ago,-85%
885,Minicraft Shooter,1.37 SR,37.49%,in 3 days,11 days ago,9 months ago,-50%
886,Endless Furry Blackjack,1.37 SR,37.49%,in 12 days,2 days ago,9 months ago,-50%
887,Hacker Series,1.40 SR,37.10%,in 12 days,2 days ago,5 years ago,-65%
888,"Sex Prison VR
new historical low",5.59 SR,37.02%,in 13 days,yesterday,16 months ago,-80%
889,❂ Hexaluga ❂ Dungeons and Hunting ☠,2.19 SR,36.79%,in 12 days,9 days ago,4 years ago,-90%
890,Hacker Evolution Duality,1.37 SR,36.63%,in 12 days,9 days ago,10 years ago,-50%
891,审判者 高清重制全章节版,14.26 SR,36.27%,in 12 days,9 days ago,6 months ago,-35%
892,"Skilltree Saga
lowest price is 3.30 SR at -90%",6.60 SR,36.26%,,,,-80%
893,Commandos Pro Simulator,1.37 SR,36.11%,,,,-50%
894,★ Fallalypse ★ Death or Cress ♝,2.19 SR,35.93%,,,,-90%
895,Rat Prison,2.19 SR,35.92%,,,,-90%
896,Jigsaw With Animals,2.19 SR,35.92%,in 12 days,9 days ago,4 months ago,-90%
897,Cubicus 2,2.10 SR,35.92%,in 13 days,yesterday,2 months ago,-60%
898,"World Of Stalkers
new historical low",13.47 SR,35.92%,in 6 days,8 days ago,3 months ago,-50%
899,"DooM in the Dark 2
lowest price is 5.92 SR at -67%",6.28 SR,35.65%,in 13 days,yesterday,2 years ago,-65%
900,★ Fallalypse ★,2.19 SR,35.25%,in 12 days,9 days ago,4 years ago,-90%
901,"Art Of Air War
lowest price is 2.79 SR at -90%",5.59 SR,35.22%,in 12 days,2 days ago,2 years ago,-80%
902,"Colorful 3D II
lowest price is 2.19 SR at -90%",4.39 SR,35.22%,tomorrow,13 days ago,2 years ago,-80%
903,"Hooligan Vasja: Halloween
lowest price is 1.37 SR at -66%",1.40 SR,35.21%,in 14 days,4 hours ago,5 years ago,-65%
904,House of Evil 2,5.39 SR,35.00%,in 13 days,yesterday,3 years ago,-80%
905,Premier Buggy Racing Tour,1.37 SR,34.71%,in 13 days,yesterday,4 years ago,-50%
906,"Vogue, The Explorer
lowest price is 1.43 SR at -82%",1.51 SR,33.34%,in 12 days,9 days ago,3 years ago,-81%
907,Commando Dog,2.10 SR,32.94%,in 13 days,yesterday,2 years ago,-60%
908,"Memory Grove
new historical low",11.16 SR,32.94%,in 2 days,6 days ago,6 days ago,-20%
909,♞ The Tactics of War ♞,2.19 SR,32.07%,in 12 days,9 days ago,3 years ago,-90%
910,GAME TUBE ♛,2.19 SR,32.00%,in 12 days,9 days ago,4 years ago,-90%
911,❂ Hexaluga ❂ Witch Hunter's Travelling Castle ♉,2.19 SR,31.25%,in 12 days,9 days ago,4 years ago,-90%
912,The Orphan A Tale of An Errant Ghost - Hidden Object Game,2.62 SR,31.20%,in 7 days,7 days ago,2 years ago,-50%
913,"Hidden Caves
new historical low",2.19 SR,30.80%,in 5 days,9 days ago,2 months ago,-90%
914,Snowboard,2.19 SR,30.56%,,,,-90%
915,"The Moon Relax
lowest price is 6.53 SR at -59%",6.85 SR,30.56%,,,,-57%
916,Deer Hunt Legends,2.39 SR,30.23%,,,,-80%
917,ZorroMoro,1.37 SR,29.16%,,,,-50%
918,COINS BATTLE,2.19 SR,27.83%,in 12 days,9 days ago,6 months ago,-90%
919,The Mummy Pharaoh,1.37 SR,27.78%,in 13 days,yesterday,3 years ago,-50%
920,CENTRALIA,3.98 SR,27.25%,in 13 days,yesterday,2 years ago,-75%
921,Viking Warrior,1.39 SR,24.90%,in 7 days,2 days ago,11 months ago,-86%
922,Cake Shop Simulator,1.37 SR,24.29%,in 8 days,9 days ago,12 months ago,-68%
923,War Trains,2.19 SR,23.42%,in 12 days,9 days ago,2 years ago,-90%
924,★Fallalypse ★ Disconnect ❄,2.19 SR,22.59%,in 12 days,9 days ago,3 years ago,-90%
925,"Flatout 3: Chaos & Destruction
lowest price is 3.30 SR at -90%",20.80 SR,18.61%,in 12 days,2 days ago,10 years ago,-80%
926,"LineVox 2: Forward to the Past
new historical low",2.19 SR,-,in 12 days,9 days ago,2 months ago,-90%
927,"ASTRA
new historical low",2.19 SR,-,in 11 days,9 days ago,2 months ago,-90%
928,Super Army of Tentacles 3: The Search for Army of Tentacles 2: Black GOAT of the Woods Edition,8.45 SR,-,in 12 days,9 days ago,4 years ago,-82%
929,"Super Hot Potato
lowest price is 2.39 SR at -80%",3.19 SR,-,in 13 days,yesterday,7 months ago,-80%
930,"Wings Of WW2
new historical low",3.19 SR,-,in 13 days,yesterday,2 months ago,-80%
931,"Spider Crisis
new historical low",2.48 SR,-,in 6 days,2 days ago,8 months ago,-75%
932,Data mining X,1.41 SR,-,in 13 days,yesterday,16 months ago,-73%
933,Poly Puzzle: Furries 2,1.41 SR,-,in 13 days,yesterday,2 months ago,-73%
934,"Alt Oxygen
new historical low",10.83 SR,-,in 7 days,7 days ago,4 months ago,-65%
935,"Starlight Alliance
new historical low",8.78 SR,-,in 12 days,2 days ago,2 months ago,-60%
936,Table Gun,3.98 SR,-,,,,-60%
937,"Kalzor: 2000
lowest price is 2.17 SR at -69%",3.50 SR,-,,,,-50%
938,"End War RTS 2
lowest price is 5.25 SR at -0%",9.97 SR,-,,,,-50%
939,"Pilie Pals
new historical low",17.47 SR,-,,,,-50%
940,Light Pursuer,1.38 SR,-,in 13 days,yesterday,4 months ago,-44%
941,"Hidden Histories: The Principality
new historical low",14.97 SR,-,in 5 days,2 days ago,12 months ago,-40%
942,"Tableau Vivant
new historical low",5.97 SR,-,in 5 days,2 days ago,3 days ago,-40%
943,"Suspect Enemy
new historical low",13.17 SR,-,in 6 days,yesterday,2 days ago,-40%
944,"Shuriken
new historical low",7.17 SR,-,in 6 days,yesterday,2 days ago,-40%
945,"VR stage dancer
new historical low",4.77 SR,-,in 4 days,3 days ago,4 days ago,-40%
946,"超级冒险(Super Adventure)
new historical low",3.15 SR,-,in 6 days,20 hours ago,2 days ago,-40%
947,"Yui Tui
new historical low",1.65 SR,-,in 7 days,7 hours ago,22 hours ago,-40%
948,"Lab Bio-Terror
new historical low",16.17 SR,-,in 5 days,2 days ago,3 days ago,-40%
949,"Race for Your Life
new historical low",14.97 SR,-,in 5 days,2 days ago,3 days ago,-40%
950,"Angels Prayer
new historical low",5.97 SR,-,in 5 days,3 days ago,3 days ago,-40%
951,"Maze Art: Black
new historical low",3.15 SR,-,in 6 days,2 days ago,2 days ago,-40%
952,"Maze Art: Blue
new historical low",3.15 SR,-,in 6 days,2 days ago,2 days ago,-40%
953,"Maze Art: Brown
new historical low",3.15 SR,-,in 6 days,2 days ago,2 days ago,-40%
954,"Maze Art: Green
new historical low",3.15 SR,-,in 6 days,2 days ago,2 days ago,-40%
955,"Maze Art: Rainbow
new historical low",3.15 SR,-,in 7 days,13 hours ago,22 hours ago,-40%
956,"They Сame From Above
new historical low",23.97 SR,-,in 5 days,2 days ago,3 days ago,-40%
957,"Adamanta View
new historical low",14.97 SR,-,in 5 days,3 days ago,3 days ago,-40%
958,"Mugen Journey
new historical low",3.15 SR,-,,,,-40%
959,"Prototype Blocks 2
new historical low",14.37 SR,-,,,,-40%
960,"Poly Memory: Cats
new historical low",3.15 SR,-,,,,-40%
961,"Modest Eyes
new historical low",3.15 SR,-,,,,-40%
962,"Fantasy Memory - Sexy Mermaids
new historical low",4.77 SR,-,in 20 hours,7 days ago,7 days ago,-40%
963,"Mega City Void
new historical low",13.60 SR,-,in 5 days,2 days ago,3 days ago,-38%
964,"Asterrunner
new historical low",7.76 SR,-,in 4 days,10 days ago,17 months ago,-35%
965,"Movie Studio 18 Platinum Steam Edition
lowest price is 177.57 SR at -40%",192.36 SR,-,in 12 days,2 days ago,4 months ago,-35%
966,Jumping Pirates,8.36 SR,-,in 13 days,yesterday,2 months ago,-30%
967,"Circus Pocus
new historical low",8.36 SR,-,in 7 days,13 hours ago,22 hours ago,-30%
968,"Lights
new historical low",1.92 SR,-,in 7 days,5 hours ago,22 hours ago,-30%
969,"UDONGEIN X
new historical low",12.56 SR,-,in 7 days,3 hours ago,22 hours ago,-30%
970,"Ice sugar
new historical low",24.46 SR,-,in 5 days,2 days ago,3 days ago,-30%
971,"Bolt Action
new historical low",2.03 SR,-,in 4 days,3 days ago,4 days ago,-26%
972,"Paper Shakespeare: The Legend of Rainbow Hollow
lowest price is 8.24 SR at -31%",8.96 SR,-,in 12 days,9 days ago,16 months ago,-25%
973,"1 Hop
lowest price is 5.25 SR at -0%",5.96 SR,-,in 20 hours,13 days ago,8 months ago,-25%
974,"Miasma 2: Freedom Uprising
new historical low",5.96 SR,-,in 7 days,7 hours ago,22 hours ago,-25%
975,"Elisa Dragon Hunter
new historical low",2.06 SR,-,in 7 days,5 hours ago,22 hours ago,-25%
976,"Perfect Date
new historical low",11.96 SR,-,in 7 days,9 hours ago,22 hours ago,-25%
977,"Color by Number - Monster Heroes
new historical low",3.93 SR,-,in 6 days,15 hours ago,2 days ago,-25%
978,"Ephesus
new historical low",20.48 SR,-,in 7 days,2 hours ago,22 hours ago,-24%
979,"6Souls
new historical low",9.56 SR,-,in 7 days,6 hours ago,22 hours ago,-20%
980,"KARA Legends
new historical low",17.56 SR,-,,,,-20%
981,"Paths & Danger
new historical low",27.16 SR,-,,,,-20%
982,"Street Outlaws 2: Winner Takes All
new historical low",59.96 SR,-,,,,-20%
983,"One Escape
new historical low",9.56 SR,-,,,,-20%
984,"LOOSEPO
new historical low",4.20 SR,-,in 7 days,8 hours ago,22 hours ago,-20%
985,"Arm Wrestling Reborn
new historical low",37.56 SR,-,in 2 days,5 days ago,6 days ago,-20%
986,"150+ Card Games Solitaire Pack
new historical low",23.96 SR,-,in 5 days,2 days ago,3 days ago,-20%
